ride_date,num_rides,avg_duration_min,temp_f,max_temp_f,min_temp_f,wind_speed_knots,precip_in,month,day_of_week_Monday,day_of_week_Saturday,day_of_week_Sunday,day_of_week_Thursday,day_of_week_Tuesday,day_of_week_Wednesday,days_since_launch,temp_f_squared
2015-06-19,37380,14.673340913144283,73.2,84.9,64.9,6.0,0.0,6,0,0,0,0,0,0,718,5358.240000000001
2015-06-20,23580,16.7280491942324,69.5,84.9,64.0,8.3,0.0,6,0,1,0,0,0,0,719,4830.25
2015-06-21,25926,18.05954190130885,75.0,90.0,64.0,9.4,0.25,6,0,0,1,0,0,0,720,5625.0
2015-06-22,37677,15.11628800948412,79.6,90.0,69.1,10.1,0.29,6,1,0,0,0,0,0,721,6336.159999999999
2015-06-23,32294,13.689253421688235,84.4,91.9,72.0,10.3,0.0,6,0,0,0,0,1,0,722,7123.360000000001
2015-06-24,41070,15.155445580715853,77.1,91.9,69.1,10.1,0.07,6,0,0,0,0,0,1,723,5944.409999999999
2015-06-25,39673,14.255832262075804,76.8,84.9,69.1,6.0,0.0,6,0,0,0,1,0,0,724,5898.24
2015-06-26,38614,15.524874397886776,74.8,84.9,69.1,7.7,0.0,6,0,0,0,0,0,0,725,5595.04
2015-06-27,15485,15.897769884834789,69.0,80.1,62.1,8.5,0.0,6,0,1,0,0,0,0,726,4761.0
2015-06-28,20591,17.467263205607626,64.2,73.9,60.1,12.4,1.32,6,0,0,1,0,0,0,727,4121.64
2015-06-29,38037,15.26037586209919,71.3,78.1,62.1,10.1,0.26,6,1,0,0,0,0,0,728,5083.69
2015-06-30,38087,14.458011044888456,75.3,82.0,64.0,9.5,0.0,6,0,0,0,0,1,0,729,5670.089999999999
2015-07-01,37539,14.627503396467676,76.4,84.9,70.0,9.7,0.35,7,0,0,0,0,0,1,730,5836.960000000001
2015-07-02,35559,17.682446544241024,75.7,84.9,70.0,6.4,0.0,7,0,0,0,1,0,0,731,5730.490000000001
2015-07-03,26928,18.45126510200039,73.5,81.0,66.9,4.8,0.0,7,0,0,0,0,0,0,732,5402.25
2015-07-04,21706,22.563756565005075,71.8,81.0,66.9,6.9,0.0,7,0,1,0,0,0,0,733,5155.24
2015-07-05,25920,19.96626157407409,75.1,84.9,69.1,4.6,0.0,7,0,0,1,0,0,0,734,5640.009999999999
2015-07-06,35251,15.05203303925184,77.1,84.9,70.0,6.2,0.0,7,1,0,0,0,0,0,735,5944.409999999999
2015-07-07,36837,14.438571273447897,79.5,88.0,71.1,9.2,0.0,7,0,0,0,0,1,0,736,6320.25
2015-07-08,35047,14.531237576207191,82.0,89.1,75.0,7.7,0.0,7,0,0,0,0,0,1,737,6724.0
2015-07-09,31978,15.26879052265099,73.8,89.1,68.0,6.4,0.09,7,0,0,0,1,0,0,738,5446.44
2015-07-10,38559,15.94727473914434,75.8,84.0,68.0,9.4,0.29,7,0,0,0,0,0,0,739,5745.639999999999
2015-07-11,31719,18.81751263701042,78.6,86.0,72.0,3.8,0.0,7,0,1,0,0,0,0,740,6177.959999999999
2015-07-12,31037,20.149660620120063,81.1,89.1,72.0,4.9,0.0,7,0,0,1,0,0,0,741,6577.209999999999
2015-07-13,38485,15.629013035381742,80.4,89.1,73.0,6.9,0.0,7,1,0,0,0,0,0,742,6464.160000000001
2015-07-14,35802,14.039480103532393,76.1,84.9,71.1,6.8,0.0,7,0,0,0,0,1,0,743,5791.209999999999
2015-07-15,34979,14.368374834424468,75.9,81.0,71.1,6.5,0.95,7,0,0,0,0,0,1,744,5760.810000000001
2015-07-16,42356,16.969341612365035,72.1,81.0,64.0,8.7,0.01,7,0,0,0,1,0,0,745,5198.409999999999
2015-07-17,39595,16.055936776529016,73.5,80.1,64.0,9.0,0.0,7,0,0,0,0,0,0,746,5402.25
2015-07-18,28870,18.41591790786284,76.3,86.0,68.0,9.5,0.0,7,0,1,0,0,0,0,747,5821.69
2015-07-19,28531,19.21933861413901,84.3,93.9,72.0,5.9,0.18,7,0,0,1,0,0,0,748,7106.49
2015-07-20,34889,15.001682478718225,89.1,95.0,78.1,7.1,0.0,7,1,0,0,0,0,0,749,7938.809999999999
2015-07-21,38499,14.462454436045958,86.0,95.0,80.1,6.3,0.0,7,0,0,0,0,1,0,750,7396.0
2015-07-22,42557,15.674898763227358,77.1,91.9,71.1,11.8,0.0,7,0,0,0,0,0,1,751,5944.409999999999
2015-07-23,42175,14.830885595732068,77.1,86.0,71.1,9.2,0.0,7,0,0,0,1,0,0,752,5944.409999999999
2015-07-24,40330,15.098046532771304,78.2,84.9,71.1,5.4,0.0,7,0,0,0,0,0,0,753,6115.240000000001
2015-07-25,31639,20.197454091469396,78.1,84.9,71.1,6.3,0.0,7,0,1,0,0,0,0,754,6099.609999999999
2015-07-26,30543,18.38259721267284,79.8,89.1,71.1,9.6,0.0,7,0,0,1,0,0,0,755,6368.04
2015-07-27,38747,15.524270696225948,79.9,89.1,75.0,8.6,0.05,7,1,0,0,0,0,0,756,6384.010000000001
2015-07-28,40434,14.023608844042142,82.8,93.9,75.9,5.0,0.0,7,0,0,0,0,1,0,757,6855.839999999999
2015-07-29,39428,13.73574067498563,86.3,95.0,75.9,5.8,0.0,7,0,0,0,0,0,1,758,7447.69
2015-07-30,31166,13.443922864660204,82.1,95.0,75.0,8.8,0.0,7,0,0,0,1,0,0,759,6740.409999999999
2015-07-31,38571,14.98328061669821,81.1,91.0,73.9,6.8,1.62,7,0,0,0,0,0,0,760,6577.209999999999
2015-08-01,35179,19.966555331305607,83.7,91.0,73.9,7.8,0.0,8,0,1,0,0,0,0,761,7005.6900000000005
2015-08-02,31622,19.15353498619105,81.0,90.0,73.0,6.5,0.0,8,0,0,1,0,0,0,762,6561.0
2015-08-03,38888,14.86780069258726,82.5,91.9,73.0,9.1,0.0,8,1,0,0,0,0,0,763,6806.25
2015-08-04,40783,14.245816884486183,83.1,91.0,69.8,9.7,0.3,8,0,0,0,0,1,0,764,6905.609999999999
2015-08-05,41075,14.349636437411238,80.5,91.0,70.0,6.3,0.0,8,0,0,0,0,0,1,765,6480.25
2015-08-06,42283,14.34970121956026,76.3,88.0,64.9,6.7,0.0,8,0,0,0,1,0,0,766,5821.69
2015-08-07,40999,15.606476580729613,75.8,82.0,69.1,8.3,0.0,8,0,0,0,0,0,0,767,5745.639999999999
2015-08-08,38723,21.16163692551369,74.7,82.0,69.1,6.0,0.0,8,0,1,0,0,0,0,768,5580.09
2015-08-09,32716,24.251738700737665,75.7,87.1,69.1,6.8,0.0,8,0,0,1,0,0,0,769,5730.490000000001
2015-08-10,39870,20.883078755956856,74.5,84.0,70.0,8.5,0.0,8,1,0,0,0,0,0,770,5550.25
2015-08-11,25066,21.170636852043927,75.1,82.4,71.1,10.9,0.67,8,0,0,0,0,1,0,771,5640.009999999999
2015-08-12,42994,18.275141492611382,77.3,84.9,71.1,9.4,0.51,8,0,0,0,0,0,1,772,5975.29
2015-08-13,42170,17.91515492846416,75.7,84.9,69.1,7.6,0.0,8,0,0,0,1,0,0,773,5730.490000000001
2015-08-14,39983,16.069323629209087,78.9,88.0,69.1,5.2,0.0,8,0,0,0,0,0,0,774,6225.210000000001
2015-08-15,37821,21.430396252522847,81.4,91.9,71.1,6.5,0.0,8,0,1,0,0,0,0,775,6625.960000000001
2015-08-16,30344,19.528532274365045,82.8,91.9,73.9,4.9,0.0,8,0,0,1,0,0,0,776,6855.839999999999
2015-08-17,37449,14.14231310137342,84.7,93.0,77.0,4.8,0.0,8,1,0,0,0,0,0,777,7174.09
2015-08-18,39916,14.11127116945586,83.4,93.0,77.0,8.5,0.0,8,0,0,0,0,1,0,778,6955.560000000001
2015-08-19,40726,15.054147637054134,80.2,89.1,75.9,9.6,0.0,8,0,0,0,0,0,1,779,6432.040000000001
2015-08-20,39280,14.207862780040736,81.0,87.1,75.9,11.0,0.0,8,0,0,0,1,0,0,780,6561.0
2015-08-21,38038,14.394969504180033,78.7,87.1,71.1,9.1,0.32,8,0,0,0,0,0,0,781,6193.6900000000005
2015-08-22,34277,19.9704840952631,76.6,86.0,70.0,6.8,0.0,8,0,1,0,0,0,0,782,5867.5599999999995
2015-08-23,33071,18.218143287674,75.8,84.0,70.0,5.9,0.0,8,0,0,1,0,0,0,783,5745.639999999999
2015-08-24,38943,14.512043670663966,78.5,86.0,71.1,5.5,0.0,8,1,0,0,0,0,0,784,6162.25
2015-08-25,41655,16.293788660825026,80.6,88.0,73.0,8.3,0.0,8,0,0,0,0,1,0,785,6496.359999999999
2015-08-26,42832,14.303074803884952,76.9,88.0,69.1,9.3,0.0,8,0,0,0,0,0,1,786,5913.610000000001
2015-08-27,43173,14.394793427991264,74.2,82.9,68.0,9.0,0.0,8,0,0,0,1,0,0,787,5505.64
2015-08-28,41755,15.329681076118629,73.1,82.9,66.0,5.3,0.0,8,0,0,0,0,0,0,788,5343.609999999999
2015-08-29,34381,21.11088197938784,76.8,84.9,66.0,5.3,0.0,8,0,1,0,0,0,0,789,5898.24
2015-08-30,32913,18.776983765280185,79.1,90.0,70.0,7.4,0.0,8,0,0,1,0,0,0,790,6256.8099999999995
2015-08-31,40119,14.145808303630028,82.7,91.9,72.0,7.5,0.08,8,1,0,0,0,0,0,791,6839.290000000001
2015-09-01,43291,14.215529401800222,82.6,91.9,75.9,6.3,0.0,9,0,0,0,0,1,0,792,6822.759999999999
2015-09-02,43225,15.431706188548292,80.2,88.0,75.0,5.6,0.0,9,0,0,0,0,0,1,793,6432.040000000001
2015-09-03,42879,13.91998841701843,82.6,93.0,75.0,4.9,0.0,9,0,0,0,1,0,0,794,6822.759999999999
2015-09-04,39956,15.866640804885373,80.3,93.0,75.0,8.6,0.0,9,0,0,0,0,0,0,795,6448.089999999999
2015-09-05,34005,20.368827623388725,72.9,84.0,66.9,8.7,0.0,9,0,1,0,0,0,0,796,5314.410000000001
2015-09-06,33199,20.810108738215007,73.9,84.0,66.9,5.1,0.0,9,0,0,1,0,0,0,797,5461.210000000001
2015-09-07,33682,19.942311917344583,77.8,90.0,66.9,7.9,0.0,9,1,0,0,0,0,0,798,6052.839999999999
2015-09-08,42766,15.736452243994451,83.3,95.0,71.1,7.8,0.0,9,0,0,0,0,1,0,799,6938.889999999999
2015-09-09,44005,13.642563723819269,81.1,88.0,75.2,10.4,0.0,9,0,0,0,0,0,1,800,6577.209999999999
2015-09-10,22253,12.542506628319778,75.3,89.1,72.0,8.5,0.66,9,0,0,0,1,0,0,801,5670.089999999999
2015-09-11,47613,15.51068440691968,72.4,81.0,66.0,8.8,0.52,9,0,0,0,0,0,0,802,5241.760000000001
2015-09-12,33661,19.277701692364065,74.6,81.0,66.0,7.2,0.0,9,0,1,0,0,0,0,803,5565.159999999999
2015-09-13,34794,20.10507750378418,72.6,79.0,68.0,8.8,0.22,9,0,0,1,0,0,0,804,5270.759999999999
2015-09-14,44668,16.586815318945703,66.6,79.0,59.0,12.8,0.05,9,1,0,0,0,0,0,805,4435.5599999999995
2015-09-15,48729,17.101023688836893,73.2,84.0,59.0,6.2,0.0,9,0,0,0,0,1,0,806,5358.240000000001
2015-09-16,51179,16.262160586698975,76.8,87.1,64.9,2.7,0.0,9,0,0,0,0,0,1,807,5898.24
2015-09-17,50705,17.2233701475857,78.0,87.1,68.0,4.1,0.0,9,0,0,0,1,0,0,808,6084.0
2015-09-18,50285,17.841787478041834,76.9,87.1,70.0,5.0,0.0,9,0,0,0,0,0,0,809,5913.610000000001
2015-09-19,43011,23.09015019413638,73.9,84.9,69.1,7.7,0.0,9,0,1,0,0,0,0,810,5461.210000000001
2015-09-20,40462,22.248878371476117,73.3,80.1,69.1,10.8,0.0,9,0,0,1,0,0,0,811,5372.889999999999
2015-09-21,47180,16.602875865479717,65.4,75.9,59.0,11.0,0.0,9,1,0,0,0,0,0,812,4277.160000000001
2015-09-22,48685,16.31068330423471,66.3,73.0,59.0,10.8,0.0,9,0,0,0,0,1,0,813,4395.69
2015-09-23,48366,17.72357165501937,67.6,79.0,59.0,6.3,0.0,9,0,0,0,0,0,1,814,4569.759999999999
2015-09-24,52706,17.991786197649862,69.9,81.0,59.0,6.4,0.0,9,0,0,0,1,0,0,815,4886.010000000001
2015-09-25,51368,18.575825741057983,68.5,81.0,63.0,9.7,0.0,9,0,0,0,0,0,0,816,4692.25
2015-09-26,42560,21.34621749686716,65.9,70.0,60.8,9.5,0.0,9,0,1,0,0,0,0,817,4342.81
2015-09-27,38285,20.841134038570363,62.2,70.0,55.9,9.1,0.0,9,0,0,1,0,0,0,818,3868.84
2015-09-28,48011,17.792971749529617,68.5,79.0,55.9,6.3,0.0,9,1,0,0,0,0,0,819,4692.25
2015-09-29,48725,17.201326150162476,74.7,82.9,64.9,5.5,0.0,9,0,0,0,0,1,0,820,5580.09
2015-09-30,39445,14.548676215827944,73.2,82.9,66.0,10.6,1.05,9,0,0,0,0,0,1,821,5358.240000000001
2015-10-01,34719,18.449217527386544,59.4,78.1,54.0,13.6,0.06,10,0,0,0,1,0,0,822,3528.3599999999997
2015-10-02,9444,18.695468022024567,53.9,57.9,50.0,16.3,0.13,10,0,0,0,0,0,0,823,2905.21
2015-10-03,16564,20.15848124446591,51.6,55.0,48.2,21.6,1.45,10,0,1,0,0,0,0,824,2662.56
2015-10-04,30214,20.87618763928423,57.1,63.0,48.9,18.2,0.02,10,0,0,1,0,0,0,825,3260.4100000000003
2015-10-05,44581,18.537194469990958,57.2,64.9,51.8,11.5,0.0,10,1,0,0,0,0,0,826,3271.84
2015-10-06,49719,17.548851210469504,62.4,73.0,52.0,5.0,0.0,10,0,0,0,0,1,0,827,3893.7599999999998
2015-10-07,50141,16.422139566422697,64.6,73.0,55.0,5.5,0.0,10,0,0,0,0,0,1,828,4173.159999999999
2015-10-08,50179,18.0250712449431,64.2,73.0,59.0,5.9,0.0,10,0,0,0,1,0,0,829,4121.64
2015-10-09,37283,21.96473459753775,66.9,78.1,60.1,7.7,0.0,10,0,0,0,0,0,0,830,4475.610000000001
2015-10-10,39345,23.57990553649341,60.0,78.1,52.0,8.1,0.5,10,0,1,0,0,0,0,831,3600.0
2015-10-11,38967,25.43378927468541,59.7,70.0,52.0,6.2,0.0,10,0,0,1,0,0,0,832,3564.09
2015-10-12,45584,18.56271425646426,64.5,75.9,53.1,6.4,0.0,10,1,0,0,0,0,0,833,4160.25
2015-10-13,49047,16.9814732127687,66.1,75.9,55.9,6.8,0.0,10,0,0,0,0,1,0,834,4369.209999999999
2015-10-14,49998,15.807131618598074,64.5,73.0,59.0,9.2,0.0,10,0,0,0,0,0,1,835,4160.25
2015-10-15,48783,17.14110004168119,58.5,68.0,52.0,9.1,0.0,10,0,0,0,1,0,0,836,3422.25
2015-10-16,46484,17.56198333476752,59.0,64.0,52.0,10.0,0.0,10,0,0,0,0,0,0,837,3481.0
2015-10-17,31809,20.51152556404373,52.9,64.0,48.0,11.6,0.0,10,0,1,0,0,0,0,838,2798.41
2015-10-18,23978,16.75690424555843,44.4,55.0,39.0,11.4,0.0,10,0,0,1,0,0,0,839,1971.36
2015-10-19,36570,16.252126515358675,43.5,53.1,37.0,8.1,0.0,10,1,0,0,0,0,0,840,1892.25
2015-10-20,45376,16.729051334038548,56.0,71.1,37.0,10.5,0.0,10,0,0,0,0,1,0,841,3136.0
2015-10-21,49121,16.535452589863123,65.5,75.9,48.9,5.9,0.0,10,0,0,0,0,0,1,842,4290.25
2015-10-22,49604,17.312967368222992,65.0,75.9,57.0,7.2,0.0,10,0,0,0,1,0,0,843,4225.0
2015-10-23,44679,17.506105030700482,60.0,75.9,52.0,11.0,0.0,10,0,0,0,0,0,0,844,3600.0
2015-10-24,31713,19.28423254396199,48.3,64.9,41.0,7.7,0.0,10,0,1,0,0,0,0,845,2332.89
2015-10-25,29289,19.484441257810108,59.3,68.0,41.0,9.1,0.01,10,0,0,1,0,0,0,846,3516.49
2015-10-26,42165,15.205814854342073,53.0,68.0,48.0,8.4,0.02,10,1,0,0,0,0,0,847,2809.0
2015-10-27,44553,14.859671252964636,52.2,59.0,46.0,6.0,0.0,10,0,0,0,0,1,0,848,2724.84
2015-10-28,20736,14.432488586676962,56.9,70.0,46.0,12.7,0.0,10,0,0,0,0,0,1,849,3237.6099999999997
2015-10-29,45358,16.44813189881976,67.6,73.9,51.1,13.5,1.26,10,0,0,0,1,0,0,850,4569.759999999999
2015-10-30,44518,15.93633736166644,56.8,73.9,51.1,13.4,0.01,10,0,0,0,0,0,0,851,3226.24
2015-10-31,31756,20.491124511903266,49.0,60.1,43.0,7.8,0.0,10,0,1,0,0,0,0,852,2401.0
2015-11-01,30622,20.196167787864937,57.3,64.9,43.0,7.1,0.0,11,0,0,1,0,0,0,853,3283.2899999999995
2015-11-02,44534,16.63772660588913,60.2,64.9,53.1,4.9,0.0,11,1,0,0,0,0,0,854,3624.0400000000004
2015-11-03,49326,18.015803700550084,61.3,73.0,51.1,2.5,0.0,11,0,0,0,0,1,0,855,3757.6899999999996
2015-11-04,49487,16.941281548689556,61.5,73.0,51.1,3.6,0.0,11,0,0,0,0,0,1,856,3782.25
2015-11-05,43006,15.287937729619124,62.0,71.1,55.0,3.3,0.0,11,0,0,0,1,0,0,857,3844.0
2015-11-06,47162,17.097363696761505,68.3,75.0,57.0,7.5,0.0,11,0,0,0,0,0,0,858,4664.889999999999
2015-11-07,35586,21.31881123662864,65.9,75.0,57.0,9.2,0.0,11,0,1,0,0,0,0,859,4342.81
2015-11-08,32317,19.788492640612265,53.5,72.0,48.0,9.9,0.0,11,0,0,1,0,0,0,860,2862.25
2015-11-09,42262,15.837494676068337,53.0,60.1,46.0,2.9,0.0,11,1,0,0,0,0,0,861,2809.0
2015-11-10,21585,13.018756080611537,56.0,60.1,46.0,9.6,0.0,11,0,0,0,0,1,0,862,3136.0
2015-11-11,37705,14.937811077222296,53.2,59.0,50.0,12.7,0.5,11,0,0,0,0,0,1,863,2830.2400000000002
2015-11-12,37319,13.343849424332555,55.2,60.1,50.0,8.0,0.23,11,0,0,0,1,0,0,864,3047.0400000000004
2015-11-13,38970,14.539436746215031,56.8,60.1,51.1,16.1,0.01,11,0,0,0,0,0,0,865,3226.24
2015-11-14,25299,17.232278614437984,47.8,59.0,45.0,16.2,0.0,11,0,1,0,0,0,0,866,2284.8399999999997
2015-11-15,25990,18.136986020264207,47.4,59.0,42.1,8.5,0.0,11,0,0,1,0,0,0,867,2246.7599999999998
2015-11-16,40916,15.26048530322286,58.8,68.0,42.1,5.7,0.0,11,1,0,0,0,0,0,868,3457.4399999999996
2015-11-17,38939,14.368553806380918,49.1,68.0,41.0,10.7,0.0,11,0,0,0,0,1,0,869,2410.81
2015-11-18,41485,13.985746655417628,50.5,59.0,41.0,7.3,0.0,11,0,0,0,0,0,1,870,2550.25
2015-11-19,21890,14.644936805238316,59.7,64.0,45.0,11.7,0.0,11,0,0,0,1,0,0,871,3564.09
2015-11-20,38205,16.313732059503554,58.9,64.4,53.1,12.5,1.16,11,0,0,0,0,0,0,872,3469.21
2015-11-21,28038,16.867668877951346,47.2,64.0,43.0,8.7,0.0,11,0,1,0,0,0,0,873,2227.84
2015-11-22,23343,16.721426837453052,52.1,55.9,43.0,7.9,0.0,11,0,0,1,0,0,0,874,2714.4100000000003
2015-11-23,30136,13.275741084859748,41.8,55.9,36.0,13.2,0.0,11,1,0,0,0,0,0,875,1747.2399999999998
2015-11-24,32218,13.300495582179732,39.2,46.9,33.1,7.2,0.0,11,0,0,0,0,1,0,876,1536.6400000000003
2015-11-25,30295,15.095552071298892,44.0,48.9,33.1,6.5,0.0,11,0,0,0,0,0,1,877,1936.0
2015-11-26,13291,23.749510947257544,48.1,60.1,39.9,3.9,0.0,11,0,0,0,1,0,0,878,2313.61
2015-11-27,22824,18.527007389882005,55.6,64.9,41.0,5.0,0.0,11,0,0,0,0,0,0,879,3091.36
2015-11-28,15830,17.995388502842705,57.2,64.9,46.9,6.8,0.0,11,0,1,0,0,0,0,880,3271.84
2015-11-29,18452,15.968623997398655,43.0,46.9,37.9,8.7,0.03,11,0,0,1,0,0,0,881,1849.0
2015-11-30,30213,12.73142411103388,39.8,46.0,33.8,10.5,0.0,11,1,0,0,0,0,0,882,1584.0399999999997
2015-12-01,18399,12.880604924180664,47.1,53.6,44.1,9.6,0.13,12,0,0,0,0,1,0,883,2218.4100000000003
2015-12-02,23782,13.50713424718975,48.1,55.4,46.0,5.1,0.24,12,0,0,0,0,0,1,884,2313.61
2015-12-03,33917,13.151216204263353,51.4,57.2,46.9,11.5,0.1,12,0,0,0,1,0,0,885,2641.96
2015-12-04,34737,14.553756321309653,46.9,55.9,44.1,10.5,0.0,12,0,0,0,0,0,0,886,2199.6099999999997
2015-12-05,26358,21.226578268457388,47.1,52.0,43.0,4.1,0.0,12,0,1,0,0,0,0,887,2218.4100000000003
2015-12-06,24943,19.680364564540483,47.1,53.1,39.9,3.6,0.0,12,0,0,1,0,0,0,888,2218.4100000000003
2015-12-07,34139,14.107047658103635,48.8,55.0,39.9,4.5,0.0,12,1,0,0,0,0,0,889,2381.4399999999996
2015-12-08,35614,13.692017184253382,45.3,55.0,41.0,6.5,0.0,12,0,0,0,0,1,0,890,2052.0899999999997
2015-12-09,35306,14.534629147076036,45.7,53.1,39.0,4.2,0.0,12,0,0,0,0,0,1,891,2088.4900000000002
2015-12-10,39099,14.72724963127787,55.0,61.0,39.0,6.0,0.0,12,0,0,0,1,0,0,892,3025.0
2015-12-11,39060,15.879403481822848,54.3,61.0,48.9,5.4,0.0,12,0,0,0,0,0,0,893,2948.49
2015-12-12,31957,20.004699544179164,59.0,66.0,48.9,3.6,0.0,12,0,1,0,0,0,0,894,3481.0
2015-12-13,32001,19.657040925804413,57.1,66.0,53.1,3.3,0.0,12,0,0,1,0,0,0,895,3260.4100000000003
2015-12-14,32518,13.526458166758928,53.7,62.1,51.1,5.6,0.0,12,1,0,0,0,0,0,896,2883.6900000000005
2015-12-15,38661,13.75023451712751,60.7,64.4,55.0,12.4,0.39,12,0,0,0,0,1,0,897,3684.4900000000002
2015-12-16,35643,13.286628978106974,50.0,64.0,45.0,10.8,0.11,12,0,0,0,0,0,1,898,2500.0
2015-12-17,21961,14.37893462653492,53.4,59.0,48.0,6.5,0.05,12,0,0,0,1,0,0,899,2851.56
2015-12-18,30704,14.70371232846969,51.1,59.0,43.0,9.6,0.88,12,0,0,0,0,0,0,900,2611.21
2015-12-19,17778,14.9548730640867,39.2,57.0,36.0,15.5,0.01,12,0,1,0,0,0,0,901,1536.6400000000003
2015-12-20,17030,16.171584458798197,39.8,44.1,36.0,12.0,0.0,12,0,0,1,0,0,0,902,1584.0399999999997
2015-12-21,29800,12.92418903803132,45.6,55.0,36.0,8.0,0.0,12,1,0,0,0,0,0,903,2079.36
2015-12-22,22941,13.471548029001934,56.8,62.6,55.0,6.4,0.0,12,0,0,0,0,1,0,904,3226.24
2015-12-23,14817,13.377803648961772,54.2,62.1,50.0,6.1,0.18,12,0,0,0,0,0,1,905,2937.6400000000003
2015-12-24,18447,18.84239713774597,64.0,72.0,50.0,9.2,1.46,12,0,0,0,1,0,0,906,4096.0
2015-12-25,12333,34.91361253006837,60.3,72.0,54.0,2.3,0.01,12,0,0,0,0,0,0,907,3636.0899999999997
2015-12-26,13914,23.21140697618705,54.5,64.0,50.0,7.7,0.03,12,0,1,0,0,0,0,908,2970.25
2015-12-27,13177,21.12411651615188,52.4,62.6,46.0,6.8,0.14,12,0,0,1,0,0,0,909,2745.7599999999998
2015-12-28,18889,14.818268127834545,44.8,62.1,39.0,11.7,0.02,12,1,0,0,0,0,0,910,2007.0399999999997
2015-12-29,13347,12.112379810694042,40.2,46.9,33.8,12.7,0.37,12,0,0,0,0,1,0,911,1616.0400000000002
2015-12-30,22477,15.921718497427,41.8,48.0,34.0,4.8,0.13,12,0,0,0,0,0,1,912,1747.2399999999998
2015-12-31,20376,16.81583889543254,47.0,48.2,46.0,5.7,0.17,12,0,0,0,1,0,0,913,2209.0
2016-01-01,11009,20.218967814212608,41.9,50.0,39.0,11.8,0.03,1,0,0,0,0,0,0,914,1755.61
2016-01-02,14587,17.11954937044401,37.3,43.0,34.0,11.9,0.0,1,0,1,0,0,0,0,915,1391.2899999999997
2016-01-03,15499,15.743290965008494,40.0,46.9,34.0,9.9,0.0,1,0,0,1,0,0,0,916,1600.0
2016-01-04,19593,12.859374946834754,33.7,46.9,21.0,13.9,0.0,1,1,0,0,0,0,0,917,1135.6900000000003
2016-01-05,18053,11.371251315570818,19.5,37.9,12.9,13.8,0.0,1,0,0,0,0,1,0,918,380.25
2016-01-06,24569,13.9251387249515,32.2,43.0,12.9,4.2,0.0,1,0,0,0,0,0,1,919,1036.8400000000001
2016-01-07,27773,12.897569581968096,39.0,48.0,26.1,3.7,0.0,1,0,0,0,1,0,0,920,1521.0
2016-01-08,28709,14.043273886237763,40.3,48.0,32.0,7.0,0.0,1,0,0,0,0,0,0,921,1624.0899999999997
2016-01-09,20846,14.839802999776136,43.7,48.0,34.0,10.8,0.0,1,0,1,0,0,0,0,922,1909.6900000000003
2016-01-10,14275,15.183514302393464,50.9,59.0,41.0,12.7,0.63,1,0,0,1,0,0,0,923,2590.81
2016-01-11,22937,11.935826394035836,37.8,59.0,30.9,16.0,0.79,1,1,0,0,0,0,0,924,1428.8399999999997
2016-01-12,25211,12.20320362804596,32.9,45.0,26.1,9.0,0.0,1,0,0,0,0,1,0,925,1082.4099999999999
2016-01-13,21133,13.28315273111564,29.3,45.0,24.1,16.9,0.0,1,0,0,0,0,0,1,926,858.49
2016-01-14,23780,13.019561956826468,28.7,39.0,24.1,11.0,0.0,1,0,0,0,1,0,0,927,823.6899999999999
2016-01-15,28435,14.487640818240433,40.2,52.0,24.1,4.8,0.0,1,0,0,0,0,0,0,928,1616.0400000000002
2016-01-16,19178,16.918041505892166,46.3,52.0,34.0,9.6,0.24,1,0,1,0,0,0,0,929,2143.6899999999996
2016-01-17,12024,16.351681359503218,38.9,46.9,30.2,9.5,0.02,1,0,0,1,0,0,0,930,1513.2099999999998
2016-01-18,12718,12.472764323530956,29.0,44.1,24.1,15.0,0.05,1,1,0,0,0,0,0,931,841.0
2016-01-19,17281,11.166679204521342,22.8,33.1,18.0,19.0,0.0,1,0,0,0,0,1,0,932,519.84
2016-01-20,23420,12.554346712211789,32.1,37.9,18.0,13.0,0.0,1,0,0,0,0,0,1,933,1030.41
2016-01-21,23672,13.704975639292549,32.6,37.9,28.0,10.8,0.0,1,0,0,0,1,0,0,934,1062.76
2016-01-22,20950,14.860442322991252,27.3,37.9,21.9,10.5,0.0,1,0,0,0,0,0,0,935,745.2900000000001
2016-01-27,6761,17.99047231671843,44.4,48.9,35.1,10.3,0.01,1,0,0,0,0,0,1,940,1971.36
2016-01-28,11946,16.815265918857076,37.9,48.0,28.9,5.4,0.0,1,0,0,0,1,0,0,941,1436.4099999999999
2016-01-29,16028,14.059549954246732,39.8,44.1,28.9,8.0,0.0,1,0,0,0,0,0,0,942,1584.0399999999997
2016-01-30,12973,15.28683290937588,34.0,42.1,30.0,10.4,0.0,1,0,1,0,0,0,0,943,1156.0
2016-01-31,16118,16.035860528601567,42.4,55.9,30.0,6.8,0.0,1,0,0,1,0,0,0,944,1797.76
2016-02-01,24334,13.25067943344018,50.5,59.0,37.0,6.5,0.0,2,1,0,0,0,0,0,945,2550.25
2016-02-02,28528,14.370903439895306,45.5,59.0,37.9,5.0,0.0,2,0,0,0,0,1,0,946,2070.25
2016-02-03,16203,11.663013022279827,48.1,57.0,37.9,9.0,0.0,2,0,0,0,0,0,1,947,2313.61
2016-02-04,27766,15.73333213282432,54.0,57.9,42.1,8.2,0.69,2,0,0,0,1,0,0,948,2916.0
2016-02-05,13670,13.922404291636187,39.4,57.9,32.0,13.7,0.31,2,0,0,0,0,0,0,949,1552.36
