ride_date,num_rides,avg_duration_min,temp_f,max_temp_f,min_temp_f,wind_speed_knots,precip_in,month,day_of_week_Monday,day_of_week_Saturday,day_of_week_Sunday,day_of_week_Thursday,day_of_week_Tuesday,day_of_week_Wednesday,days_since_launch,temp_f_squared
2016-02-06,16933,16.37174255398728,36.0,44.1,32.0,9.3,0.05,2,0,1,0,0,0,0,950,1296.0
2016-02-07,17605,15.890264129508658,39.6,46.0,32.0,5.0,0.0,2,0,0,1,0,0,0,951,1568.16
2016-02-08,19026,12.806705736010372,36.7,39.9,30.2,13.5,0.0,2,1,0,0,0,0,0,952,1346.89
2016-02-09,22741,13.106703750934434,30.2,41.0,27.0,8.3,0.06,2,0,0,0,0,1,0,953,912.04
2016-02-10,22420,13.478496134403809,35.4,39.9,27.0,7.6,0.01,2,0,0,0,0,0,1,954,1253.1599999999999
2016-02-12,16449,15.26337163353395,21.7,32.0,17.1,12.3,0.05,2,0,0,0,0,0,0,956,470.89
2016-02-13,6625,13.904042767295598,21.6,27.0,10.9,17.0,0.0,2,0,1,0,0,0,0,957,466.56000000000006
2016-02-14,4653,15.776377247653848,8.3,24.1,1.0,15.8,0.0,2,0,0,1,0,0,0,958,68.89000000000001
2016-02-15,5884,11.87324382506232,19.1,30.9,1.0,6.2,0.0,2,1,0,0,0,0,0,959,364.81000000000006
2016-02-16,14542,12.414541787007746,46.1,57.2,30.9,13.4,0.49,2,0,0,0,0,1,0,960,2125.21
2016-02-17,23572,12.860501159567852,39.9,57.0,35.1,12.6,0.8,2,0,0,0,0,0,1,961,1592.01
2016-02-18,22261,14.31494392285462,33.9,41.0,28.9,12.8,0.0,2,0,0,0,1,0,0,962,1149.2099999999998
2016-02-19,21959,13.206008925725213,30.2,37.4,25.0,7.6,0.0,2,0,0,0,0,0,0,963,912.04
2016-02-20,24484,20.461634128410388,47.4,62.1,25.0,10.1,0.0,2,0,1,0,0,0,0,964,2246.7599999999998
2016-02-21,20052,19.63728057051665,53.1,62.1,39.9,8.4,0.0,2,0,0,1,0,0,0,965,2819.61
2016-02-22,28233,14.050746762063303,46.0,57.0,39.0,6.1,0.05,2,1,0,0,0,0,0,966,2116.0
2016-02-23,16133,12.878113184156696,38.8,53.1,36.0,13.0,0.0,2,0,0,0,0,1,0,967,1505.4399999999998
2016-02-24,9761,11.923438513813478,39.8,55.4,35.6,14.0,0.3,2,0,0,0,0,0,1,968,1584.0399999999997
2016-02-25,25102,12.41208203861578,52.7,61.0,36.0,17.1,1.48,2,0,0,0,1,0,0,969,2777.2900000000004
2016-02-26,22573,12.972426497733275,36.6,41.0,33.1,17.7,0.02,2,0,0,0,0,0,0,970,1339.5600000000002
2016-02-27,17226,16.94913986609389,32.6,42.1,28.0,11.5,0.0,2,0,1,0,0,0,0,971,1062.76
2016-02-28,25437,20.95710120428248,46.3,61.0,28.0,10.1,0.0,2,0,0,1,0,0,0,972,2143.6899999999996
2016-02-29,27954,13.3147092843004,51.2,61.0,39.0,9.4,0.0,2,1,0,0,0,0,0,973,2621.4400000000005
2016-03-01,30509,15.124711287379682,46.6,61.0,39.9,11.4,0.07,3,0,0,0,0,1,0,974,2171.56
2016-03-02,26195,13.53202074187186,46.5,55.9,36.0,15.1,0.17,3,0,0,0,0,0,1,975,2162.25
2016-03-03,24061,13.285572087610657,31.5,36.0,27.0,11.9,0.0,3,0,0,0,1,0,0,976,992.25
2016-03-04,17369,12.661628955802485,33.7,42.1,27.0,10.0,0.04,3,0,0,0,0,0,0,977,1135.6900000000003
2016-03-05,18023,16.74782962510866,34.8,42.1,30.0,9.4,0.04,3,0,1,0,0,0,0,978,1211.0399999999997
2016-03-06,18832,16.345742176437273,37.8,46.9,30.0,4.5,0.0,3,0,0,1,0,0,0,979,1428.8399999999997
2016-03-07,31492,16.197380287057026,45.1,61.0,33.1,9.3,0.0,3,1,0,0,0,0,0,980,2034.0100000000002
2016-03-08,36521,15.03219061179413,53.9,64.0,37.0,5.8,0.0,3,0,0,0,0,1,0,981,2905.21
2016-03-09,41490,18.32860287619507,54.0,75.0,41.0,5.3,0.0,3,0,0,0,0,0,1,982,2916.0
2016-03-10,42252,17.652698886048793,70.0,78.1,64.0,6.7,0.0,3,0,0,0,1,0,0,983,4900.0
2016-03-11,38195,18.2754077758869,61.2,78.1,54.0,9.7,0.04,3,0,0,0,0,0,0,984,3745.4400000000005
2016-03-12,32771,22.65650524345713,49.6,66.0,41.0,7.2,0.0,3,0,1,0,0,0,0,985,2460.1600000000003
2016-03-13,27550,22.44610889292196,56.7,64.0,41.0,5.6,0.0,3,0,0,1,0,0,0,986,3214.8900000000003
2016-03-14,10930,12.241709362610552,47.6,64.0,41.0,12.0,0.02,3,1,0,0,0,0,0,987,2265.76
2016-03-15,31596,15.491558530615686,48.0,57.0,41.0,12.8,0.17,3,0,0,0,0,1,0,988,2304.0
2016-03-16,36067,16.425101431594896,53.5,64.9,44.1,3.2,0.0,3,0,0,0,0,0,1,989,2862.25
2016-03-17,35390,16.212757370255257,52.2,64.9,45.0,7.6,0.02,3,0,0,0,1,0,0,990,2724.84
2016-03-18,34647,15.460024917982318,53.0,64.0,45.0,13.3,0.04,3,0,0,0,0,0,0,991,2809.0
2016-03-19,24048,18.363905522288757,43.5,57.0,37.0,7.0,0.0,3,0,1,0,0,0,0,992,1892.25
2016-03-20,16678,19.044263900547627,38.9,46.9,33.1,12.7,0.0,3,0,0,1,0,0,0,993,1513.2099999999998
2016-03-21,26414,13.608512531233435,39.6,50.0,33.1,10.4,0.14,3,1,0,0,0,0,0,994,1568.16
2016-03-22,33497,15.566450726930771,43.8,55.0,37.0,13.6,0.07,3,0,0,0,0,1,0,995,1918.4399999999998
2016-03-23,40983,17.209375838762412,57.4,71.1,50.0,9.1,0.0,3,0,0,0,0,0,1,996,3294.7599999999998
2016-03-24,36495,15.03523542037722,50.1,71.1,44.1,11.2,0.0,3,0,0,0,1,0,0,997,2510.01
2016-03-25,34097,19.251851580295437,55.9,73.0,44.1,7.9,0.0,3,0,0,0,0,0,0,998,3124.81
2016-03-26,27478,25.452501395055428,47.0,73.0,39.0,10.5,0.07,3,0,1,0,0,0,0,999,2209.0
2016-03-27,22483,21.431044196355764,45.8,54.0,39.0,6.8,0.0,3,0,0,1,0,0,0,1000,2097.64
2016-03-28,20345,14.65862947489145,47.3,62.1,42.8,11.2,0.19,3,1,0,0,0,0,0,1001,2237.2899999999995
2016-03-29,31481,14.373479770867087,49.7,63.0,43.0,21.8,0.32,3,0,0,0,0,1,0,1002,2470.09
2016-03-30,33684,16.178734216047186,45.4,53.1,39.0,10.7,0.0,3,0,0,0,0,0,1,1003,2061.16
2016-03-31,38348,18.08265793957095,57.2,70.0,39.0,11.1,0.0,3,0,0,0,1,0,0,1004,3271.84
2016-04-01,34449,17.703992859008977,62.6,79.0,48.9,9.1,0.0,4,0,0,0,0,0,0,1005,3918.76
2016-04-02,21839,18.66131919959705,56.3,79.0,48.9,6.9,0.01,4,0,1,0,0,0,0,1006,3169.6899999999996
2016-04-03,15322,18.47535134664752,42.3,61.0,35.1,19.7,0.24,4,0,0,1,0,0,0,1007,1789.2899999999997
2016-04-04,12302,11.236617352192058,39.7,50.0,35.1,9.4,0.11,4,1,0,0,0,0,0,1008,1576.0900000000001
2016-04-05,26238,15.076870061234343,33.3,45.0,27.0,13.3,0.5,4,0,0,0,0,1,0,1009,1108.8899999999999
2016-04-06,29365,15.281174300471084,39.0,48.0,27.0,9.9,0.0,4,0,0,0,0,0,1,1010,1521.0
2016-04-07,30402,13.857027498190906,52.0,60.1,32.0,12.8,0.0,4,0,0,0,1,0,0,1011,2704.0
2016-04-08,30817,16.405474792052008,48.9,60.1,44.1,13.7,0.15,4,0,0,0,0,0,0,1012,2391.21
2016-04-09,12702,20.65668267464441,41.1,46.9,37.4,8.1,0.0,4,0,1,0,0,0,0,1013,1689.21
2016-04-10,23229,20.43258713963867,40.5,50.0,33.1,11.5,0.07,4,0,0,1,0,0,0,1014,1640.25
2016-04-11,32048,14.77218131136628,50.2,61.0,33.1,11.7,0.0,4,1,0,0,0,0,0,1015,2520.0400000000004
2016-04-12,23765,13.98445332772284,53.2,61.0,44.1,10.9,0.04,4,0,0,0,0,1,0,1016,2830.2400000000002
2016-04-13,37539,15.087523642078905,48.4,57.9,42.1,8.8,0.19,4,0,0,0,0,0,1,1017,2342.56
2016-04-14,38505,16.65142059472797,49.9,61.0,42.1,6.5,0.0,4,0,0,0,1,0,0,1018,2490.0099999999998
2016-04-15,39676,15.267669371912492,50.8,63.0,43.0,5.2,0.0,4,0,0,0,0,0,0,1019,2580.64
2016-04-16,36148,21.125675002766407,52.6,64.9,44.1,6.7,0.0,4,0,1,0,0,0,0,1020,2766.76
2016-04-17,38843,24.61598228767088,55.8,73.9,45.0,4.5,0.0,4,0,0,1,0,0,0,1021,3113.64
2016-04-18,43994,17.210900350047737,62.5,80.1,48.0,4.4,0.0,4,1,0,0,0,0,0,1022,3906.25
2016-04-19,46075,15.246389943931996,65.5,80.1,48.9,8.6,0.0,4,0,0,0,0,1,0,1023,4290.25
2016-04-20,44547,17.056459095636814,58.8,69.1,51.1,10.7,0.0,4,0,0,0,0,0,1,1024,3457.4399999999996
2016-04-21,45570,15.98853631775291,58.8,70.0,50.0,8.2,0.0,4,0,0,0,1,0,0,1025,3457.4399999999996
2016-04-22,48815,19.96650756256615,70.0,78.1,50.0,7.1,0.0,4,0,0,0,0,0,0,1026,4900.0
2016-04-23,33647,23.983271911314528,66.5,78.1,61.0,8.7,0.14,4,0,1,0,0,0,0,1027,4422.25
2016-04-24,37866,23.70385570168489,56.5,69.1,48.0,9.7,0.0,4,0,0,1,0,0,0,1028,3192.25
2016-04-25,42308,17.729564542560905,56.6,68.0,48.0,6.5,0.0,4,1,0,0,0,0,0,1029,3203.56
2016-04-26,34643,16.306175850821234,54.4,68.0,50.0,9.4,0.19,4,0,0,0,0,1,0,1030,2959.3599999999997
2016-04-27,41931,17.220674043865717,51.1,57.9,46.4,7.9,0.11,4,0,0,0,0,0,1,1031,2611.21
2016-04-28,37428,15.516839442841368,53.3,60.1,46.9,8.3,0.0,4,0,0,0,1,0,0,1032,2840.89
2016-04-29,34878,18.54241260011086,52.0,59.0,48.0,7.8,0.0,4,0,0,0,0,0,0,1033,2704.0
2016-04-30,38258,25.188611096589828,52.8,63.0,46.9,6.2,0.02,4,0,1,0,0,0,0,1034,2787.8399999999997
2016-05-01,10697,14.554683556137237,50.1,63.0,46.9,7.3,0.0,5,0,0,1,0,0,0,1035,2510.01
2016-05-02,38537,17.375605694959813,50.6,61.0,44.6,6.1,0.15,5,1,0,0,0,0,0,1036,2560.36
2016-05-03,22858,16.129716073147254,54.5,62.1,45.0,7.3,0.73,5,0,0,0,0,1,0,1037,2970.25
2016-05-04,31619,13.670899880873312,51.3,55.0,48.9,9.0,0.07,5,0,0,0,0,0,1,1038,2631.6899999999996
2016-05-05,39903,15.95220701868698,51.8,57.9,46.9,11.6,0.02,5,0,0,0,1,0,0,1039,2683.24
2016-05-06,18860,14.942227819017322,52.2,57.9,46.9,13.0,0.38,5,0,0,0,0,0,0,1040,2724.84
2016-05-07,31078,20.77149055065749,52.3,57.2,48.2,8.7,0.18,5,0,1,0,0,0,0,1041,2735.2899999999995
2016-05-08,31197,21.02181833723328,55.4,64.9,48.9,9.8,0.07,5,0,0,1,0,0,0,1042,3069.16
2016-05-09,45724,17.347089420581458,62.9,73.9,48.9,9.9,0.08,5,1,0,0,0,0,0,1043,3956.41
2016-05-10,44849,15.381039339412991,59.1,73.9,51.1,7.6,0.0,5,0,0,0,0,1,0,1044,3492.81
2016-05-11,51181,16.62300365369962,63.0,73.9,51.1,5.4,0.0,5,0,0,0,0,0,1,1045,3969.0
2016-05-12,52273,16.94152462392949,66.2,78.1,53.1,5.7,0.0,5,0,0,0,1,0,0,1046,4382.4400000000005
2016-05-13,32391,16.224954462659383,61.6,78.1,55.9,5.7,0.0,5,0,0,0,0,0,0,1047,3794.5600000000004
2016-05-14,42063,23.048131770598072,66.2,73.0,57.9,6.8,0.25,5,0,1,0,0,0,0,1048,4382.4400000000005
2016-05-15,28661,20.68522266029332,56.0,73.0,48.0,15.4,0.0,5,0,0,1,0,0,0,1049,3136.0
2016-05-16,42787,17.327288272917777,52.8,68.0,44.1,16.9,0.0,5,1,0,0,0,0,0,1050,2787.8399999999997
2016-05-17,43396,15.650359480136414,62.3,68.0,44.1,9.2,0.0,5,0,0,0,0,1,0,1051,3881.2899999999995
2016-05-18,44803,16.130900088535736,59.3,69.1,55.0,7.2,0.0,5,0,0,0,0,0,1,1052,3516.49
2016-05-19,49182,16.14981700622179,60.9,71.1,55.0,5.3,0.0,5,0,0,0,1,0,0,1053,3708.81
2016-05-20,52543,18.39868139745858,64.4,78.1,55.9,5.7,0.0,5,0,0,0,0,0,0,1054,4147.360000000001
2016-05-21,30519,19.70429896130279,62.4,78.1,57.0,6.3,0.0,5,0,1,0,0,0,0,1055,3893.7599999999998
2016-05-22,37802,19.75768036964535,60.7,71.1,54.0,6.5,0.18,5,0,0,1,0,0,0,1056,3684.4900000000002
2016-05-23,48578,15.86535914748789,65.0,77.0,54.0,6.0,0.11,5,1,0,0,0,0,0,1057,4225.0
2016-05-24,34796,14.567491474115805,65.6,77.0,55.9,5.3,0.26,5,0,0,0,0,1,0,1058,4303.36
2016-05-25,53439,16.455156034606432,74.4,90.0,60.1,3.9,0.02,5,0,0,0,0,0,1,1059,5535.360000000001
2016-05-26,52133,15.946899916239872,82.2,91.9,60.1,7.2,0.0,5,0,0,0,1,0,0,1060,6756.84
2016-05-27,46937,17.44364005652968,76.6,91.9,55.0,7.2,0.0,5,0,0,0,0,0,0,1061,5867.5599999999995
2016-05-28,34222,21.96118432587224,79.9,91.9,66.9,8.4,0.0,5,0,1,0,0,0,0,1062,6384.010000000001
2016-05-29,36877,24.45147246251051,80.0,91.9,73.0,9.1,0.0,5,0,0,1,0,0,0,1063,6400.0
2016-05-30,32619,19.59295758095997,73.5,87.1,69.1,6.6,1.53,5,1,0,0,0,0,0,1064,5402.25
2016-05-31,49756,15.286392595867834,76.7,86.0,69.1,7.5,0.0,5,0,0,0,0,1,0,1065,5882.89
2016-06-01,54665,18.26995914509588,76.0,84.0,68.0,6.7,0.0,6,0,0,0,0,0,1,1066,5776.0
2016-06-02,54401,16.113568990766094,68.9,82.9,62.1,9.2,0.0,6,0,0,0,1,0,0,1067,4747.210000000001
2016-06-03,38975,15.665131922172332,66.3,73.9,62.1,6.3,0.0,6,0,0,0,0,0,0,1068,4395.69
2016-06-04,40977,21.640899773043405,72.8,82.9,63.0,5.5,0.02,6,0,1,0,0,0,0,1069,5299.839999999999
2016-06-05,22397,17.383874328407078,69.3,82.9,66.0,7.5,0.27,6,0,0,1,0,0,0,1070,4802.49
2016-06-06,52149,16.091471872263458,75.1,87.1,66.9,9.1,0.67,6,1,0,0,0,0,0,1071,5640.009999999999
2016-06-07,51812,15.050389549396536,79.3,87.1,68.0,9.1,0.0,6,0,0,0,0,1,0,1072,6288.49
2016-06-08,42250,13.552358185404342,64.9,87.1,55.0,13.0,0.01,6,0,0,0,0,0,1,1073,4212.010000000001
2016-06-09,52905,15.755235800018896,63.6,73.9,55.0,17.1,0.44,6,0,0,0,1,0,0,1074,4044.96
2016-06-10,53299,16.033148214162864,67.9,78.1,55.9,12.0,0.0,6,0,0,0,0,0,0,1075,4610.410000000001
2016-06-11,41030,18.50436956698351,74.6,90.0,59.0,7.0,0.0,6,0,1,0,0,0,0,1076,5565.159999999999
2016-06-12,40637,19.7286159575428,80.2,90.0,64.0,14.0,0.1,6,0,0,1,0,0,0,1077,6432.040000000001
2016-06-13,49069,15.06731405435883,66.0,86.0,59.0,16.9,0.0,6,1,0,0,0,0,0,1078,4356.0
2016-06-14,54813,15.484833889770671,69.0,81.0,59.0,11.2,0.0,6,0,0,0,0,1,0,1079,4761.0
2016-06-15,55049,15.635799620943764,75.3,87.1,60.1,6.2,0.0,6,0,0,0,0,0,1,1080,5670.089999999999
2016-06-16,46198,14.328816904050685,73.3,87.1,66.0,4.4,0.12,6,0,0,0,1,0,0,1081,5372.889999999999
2016-06-17,54236,16.92154841802493,71.2,77.0,66.0,6.4,0.0,6,0,0,0,0,0,0,1082,5069.4400000000005
2016-06-18,48901,20.863376345405342,73.0,86.0,63.0,5.3,0.0,6,0,1,0,0,0,0,1083,5329.0
2016-06-19,45270,21.224787570871065,75.1,86.0,63.0,7.5,0.0,6,0,0,1,0,0,0,1084,5640.009999999999
2016-06-20,52247,15.858149431227313,73.4,84.0,66.0,6.9,0.0,6,1,0,0,0,0,0,1085,5387.56
2016-06-21,53564,14.265951323027902,80.8,89.1,66.0,10.0,0.0,6,0,0,0,0,1,0,1086,6528.639999999999
2016-06-22,55749,15.746382894760448,77.9,89.1,66.9,8.8,0.0,6,0,0,0,0,0,1,1087,6068.410000000001
2016-06-23,53206,14.599842749564589,74.3,86.0,66.9,6.8,0.0,6,0,0,0,1,0,0,1088,5520.49
2016-06-24,54186,15.930940648876094,74.7,84.9,68.0,8.7,0.0,6,0,0,0,0,0,0,1089,5580.09
2016-06-25,43000,20.47097286821705,73.3,84.9,64.9,8.0,0.0,6,0,1,0,0,0,0,1090,5372.889999999999
2016-06-26,42992,19.894191555017976,75.8,86.0,64.9,7.5,0.0,6,0,0,1,0,0,0,1091,5745.639999999999
2016-06-27,47023,14.955021656069016,75.7,86.0,69.1,9.9,0.0,6,1,0,0,0,0,0,1092,5730.490000000001
2016-06-28,49593,14.70521310131134,72.6,84.0,69.1,9.3,0.54,6,0,0,0,0,1,0,1093,5270.759999999999
2016-06-29,54882,14.842684304507852,75.7,87.1,70.0,5.5,0.07,6,0,0,0,0,0,1,1094,5730.490000000001
2016-06-30,54843,14.29440402603796,77.6,87.1,70.0,6.9,0.0,6,0,0,0,1,0,0,1095,6021.759999999999
2016-07-01,39669,17.03590839194333,76.9,87.1,70.0,8.4,0.0,7,0,0,0,0,0,0,1096,5913.610000000001
2016-07-02,35837,20.68864953353611,72.9,81.0,68.0,11.5,0.28,7,0,1,0,0,0,0,1097,5314.410000000001
2016-07-03,35348,23.12733818037796,75.4,82.0,68.0,7.3,0.0,7,0,0,1,0,0,0,1098,5685.160000000001
2016-07-04,34860,20.668269745649265,76.7,86.0,69.1,7.8,0.0,7,1,0,0,0,0,0,1099,5882.89
2016-07-05,43744,14.842111299073396,76.0,89.1,69.1,6.3,1.08,7,0,0,0,0,1,0,1100,5776.0
2016-07-06,51353,14.844884102843718,85.8,96.1,69.1,5.3,0.57,7,0,0,0,0,0,1,1101,7361.639999999999
2016-07-07,48742,14.107261704484838,85.1,96.1,77.0,7.3,0.0,7,0,0,0,1,0,0,1102,7242.009999999999
2016-07-08,44419,16.50200477273239,78.8,93.0,73.9,6.5,0.02,7,0,0,0,0,0,0,1103,6209.44
2016-07-09,38142,17.58379695174174,70.3,86.0,66.0,9.0,0.01,7,0,1,0,0,0,0,1104,4942.089999999999
2016-07-10,41991,20.965287799766624,73.0,81.0,66.9,7.0,0.41,7,0,0,1,0,0,0,1105,5329.0
2016-07-11,52870,15.011559170291909,74.5,82.0,68.5,8.7,0.0,7,1,0,0,0,0,0,1106,5550.25
2016-07-12,56537,16.041030062908657,76.6,84.0,69.1,8.1,0.0,7,0,0,0,0,1,0,1107,5867.5599999999995
2016-07-13,55486,16.676759302646918,78.1,86.0,71.1,8.8,0.0,7,0,0,0,0,0,1,1108,6099.609999999999
2016-07-14,50350,15.634059582919564,80.4,91.0,73.0,7.8,0.0,7,0,0,0,1,0,0,1109,6464.160000000001
2016-07-15,48572,15.101955173076398,86.6,91.9,75.0,6.4,0.5,7,0,0,0,0,0,0,1110,7499.559999999999
2016-07-16,38406,18.1265869916159,84.1,91.9,77.0,8.0,0.0,7,0,1,0,0,0,0,1111,7072.8099999999995
2016-07-17,41347,20.469013068259684,83.1,93.0,77.0,5.1,0.0,7,0,0,1,0,0,0,1112,6905.609999999999
2016-07-18,43687,15.443204690945436,86.3,97.0,77.0,8.5,0.0,7,1,0,0,0,0,0,1113,7447.69
2016-07-19,54593,15.406976474395371,80.2,97.0,75.9,10.9,0.12,7,0,0,0,0,1,0,1114,6432.040000000001
2016-07-20,57225,15.270819571865443,77.9,88.0,71.1,7.2,0.0,7,0,0,0,0,0,1,1115,6068.410000000001
2016-07-21,54842,15.428570560276189,80.9,91.0,71.1,8.3,0.0,7,0,0,0,1,0,0,1116,6544.810000000001
2016-07-22,49191,15.723654394774108,85.1,98.1,75.0,11.3,0.0,7,0,0,0,0,0,0,1117,7242.009999999999
2016-07-23,37523,18.093327647931485,89.5,99.0,75.9,11.0,0.0,7,0,1,0,0,0,0,1118,8010.25
2016-07-24,39637,21.143647349698504,85.2,99.0,75.9,7.0,0.0,7,0,0,1,0,0,0,1119,7259.040000000001
2016-07-25,35379,14.396699077607243,84.3,93.9,75.9,8.2,0.02,7,1,0,0,0,0,0,1120,7106.49
2016-07-26,52912,15.43907966686826,81.7,93.9,75.0,8.3,0.77,7,0,0,0,0,1,0,1121,6674.89
2016-07-27,54163,15.90347500446184,84.5,93.9,75.0,6.6,0.0,7,0,0,0,0,0,1,1122,7140.25
2016-07-28,50151,14.93021142815364,84.7,93.9,77.0,6.1,0.0,7,0,0,0,1,0,0,1123,7174.09
2016-07-29,37703,15.571842205306384,78.1,93.9,71.1,8.3,0.89,7,0,0,0,0,0,0,1124,6099.609999999999
2016-07-30,27780,17.541447684185265,78.4,84.9,71.1,7.2,0.13,7,0,1,0,0,0,0,1125,6146.560000000001
2016-07-31,27651,16.08520547780069,77.7,84.0,75.0,8.1,0.18,7,0,0,1,0,0,0,1126,6037.290000000001
2016-08-01,49401,15.414388710080097,74.2,82.9,71.1,10.4,0.57,8,1,0,0,0,0,0,1127,5505.64
2016-08-02,56764,14.986372231226364,74.2,80.1,71.1,10.5,0.0,8,0,0,0,0,1,0,1128,5505.64
2016-08-03,57003,15.262554017624804,74.2,81.0,68.0,7.5,0.0,8,0,0,0,0,0,1,1129,5505.64
2016-08-04,56604,16.344651143617646,75.6,84.0,68.0,5.9,0.0,8,0,0,0,1,0,0,1130,5715.359999999999
2016-08-05,53297,16.13703210312025,77.4,86.0,70.0,8.1,0.0,8,0,0,0,0,0,0,1131,5990.760000000001
2016-08-06,44213,19.81680275032231,80.8,91.0,72.0,8.8,0.0,8,0,1,0,0,0,0,1132,6528.639999999999
2016-08-07,43631,19.05328894593293,81.5,91.0,73.9,9.2,0.0,8,0,0,1,0,0,0,1133,6642.25
2016-08-08,52262,15.647659229778174,80.8,89.1,73.9,7.1,0.0,8,1,0,0,0,0,0,1134,6528.639999999999
2016-08-09,56112,14.844586125368313,80.8,89.1,75.0,6.5,0.0,8,0,0,0,0,1,0,1135,6528.639999999999
2016-08-10,50114,14.844030942783784,81.5,89.1,75.0,9.3,0.01,8,0,0,0,0,0,1,1136,6642.25
2016-08-11,47430,14.217371565113504,86.8,97.0,75.9,7.2,0.05,8,0,0,0,1,0,0,1137,7534.24
2016-08-12,44750,16.519986964618248,86.5,98.1,75.9,7.9,0.56,8,0,0,0,0,0,0,1138,7482.25
2016-08-13,38912,18.48750856633772,89.2,98.1,75.9,7.0,0.07,8,0,1,0,0,0,0,1139,7956.64
2016-08-14,32961,17.3953884894269,90.7,97.0,82.0,8.6,0.0,8,0,0,1,0,0,0,1140,8226.49
2016-08-15,49063,14.4203972443593,84.6,98.1,78.1,5.6,0.01,8,1,0,0,0,0,0,1141,7157.159999999999
2016-08-16,50426,14.790182643874193,84.9,93.0,78.1,9.0,0.0,8,0,0,0,0,1,0,1142,7208.010000000001
2016-08-17,53989,15.480586786197184,82.8,91.0,78.1,11.7,0.13,8,0,0,0,0,0,1,1143,6855.839999999999
2016-08-18,53218,15.552684242173704,80.3,88.0,75.0,5.4,0.02,8,0,0,0,1,0,0,1144,6448.089999999999
2016-08-19,51669,16.083249143587064,81.6,89.1,75.0,6.6,0.0,8,0,0,0,0,0,0,1145,6658.5599999999995
2016-08-20,45817,21.147449636597766,79.0,89.1,75.0,6.3,0.02,8,0,1,0,0,0,0,1146,6241.0
2016-08-21,35051,20.343998269188717,80.7,89.1,75.0,9.7,0.12,8,0,0,1,0,0,0,1147,6512.490000000001
2016-08-22,54404,15.145024569271866,76.0,89.1,71.1,15.1,0.13,8,1,0,0,0,0,0,1148,5776.0
2016-08-23,58674,16.090486416470668,74.3,84.0,66.9,6.4,0.0,8,0,0,0,0,1,0,1149,5520.49
2016-08-24,58154,15.984386571287736,78.6,89.1,66.9,6.4,0.0,8,0,0,0,0,0,1,1150,6177.959999999999
2016-08-25,53487,16.07905721639526,78.6,89.1,71.1,10.6,0.0,8,0,0,0,1,0,0,1151,6177.959999999999
2016-08-26,52037,16.2612874813434,83.6,91.0,73.0,8.7,0.01,8,0,0,0,0,0,0,1152,6988.959999999999
2016-08-27,45674,19.996362262994268,82.4,91.0,75.9,8.2,0.0,8,0,1,0,0,0,0,1153,6789.760000000001
2016-08-28,44639,19.585727353510013,80.7,89.1,73.9,6.3,0.0,8,0,0,1,0,0,0,1154,6512.490000000001
2016-08-29,53288,15.807719686733725,82.1,91.0,73.9,8.6,0.0,8,1,0,0,0,0,0,1155,6740.409999999999
2016-08-30,57405,15.320482246029671,79.0,91.0,72.0,9.0,0.0,8,0,0,0,0,1,0,1156,6241.0
2016-08-31,57214,14.513126157933376,80.5,90.0,72.0,7.5,0.0,8,0,0,0,0,0,1,1157,6480.25
2016-09-01,38187,13.335008423459987,76.9,90.0,73.0,5.6,0.03,9,0,0,0,1,0,0,1158,5913.610000000001
2016-09-02,53007,16.309208217782558,75.0,82.9,68.0,9.2,0.31,9,0,0,0,0,0,0,1159,5625.0
2016-09-03,41630,19.121974137240773,73.5,82.9,68.0,10.8,0.0,9,0,1,0,0,0,0,1160,5402.25
2016-09-04,46023,21.00148874837943,72.1,81.0,66.0,9.5,0.0,9,0,0,1,0,0,0,1161,5198.409999999999
2016-09-05,45436,19.362901663878855,73.8,84.0,66.0,10.8,0.0,9,1,0,0,0,0,0,1162,5446.44
2016-09-06,52447,14.600942221035837,77.8,84.0,66.9,15.2,0.0,9,0,0,0,0,1,0,1163,6052.839999999999
2016-09-07,60500,15.659115977961427,77.2,86.0,71.6,11.2,0.01,9,0,0,0,0,0,1,1164,5959.84
2016-09-08,61596,14.53753896356906,79.0,88.0,72.0,6.0,0.0,9,0,0,0,1,0,0,1165,6241.0
2016-09-09,56813,14.743081982410136,86.5,93.0,73.0,7.5,0.0,9,0,0,0,0,0,0,1166,7482.25
2016-09-10,48455,17.35795755511987,82.2,93.0,75.9,7.1,0.05,9,0,1,0,0,0,0,1167,6756.84
2016-09-11,52245,19.226808626024827,80.6,91.0,75.9,11.5,0.0,9,0,0,1,0,0,0,1168,6496.359999999999
2016-09-12,61103,16.01317911286407,71.3,84.0,64.0,8.2,0.0,9,1,0,0,0,0,0,1169,5083.69
2016-09-13,64839,15.124181691060418,73.2,82.0,64.0,7.7,0.0,9,0,0,0,0,1,0,1170,5358.240000000001
2016-09-14,59203,14.403582307202898,78.0,91.9,68.0,8.5,0.0,9,0,0,0,0,0,1,1171,6084.0
2016-09-15,67331,15.071359403543685,70.4,91.9,63.0,10.3,0.37,9,0,0,0,1,0,0,1172,4956.160000000001
2016-09-16,65275,15.404889825098936,68.5,75.0,63.0,6.4,0.0,9,0,0,0,0,0,0,1173,4692.25
2016-09-17,59200,19.254599662162164,69.2,78.1,64.0,6.3,0.0,9,0,1,0,0,0,0,1174,4788.64
2016-09-18,51686,17.32267312876472,76.3,84.9,64.0,8.8,0.0,9,0,0,1,0,0,0,1175,5821.69
